,p_vals_full,mean_eff_size,abs_eff_size,p_vals_sz_20,eff_size_sz_20,freq_repr_sz_20,p_vals_sz_25,eff_size_sz_25,freq_repr_sz_25,p_vals_sz_30,eff_size_sz_30,freq_repr_sz_30,p_vals_sz_40,eff_size_sz_40,freq_repr_sz_40,p_vals_sz_50,eff_size_sz_50,freq_repr_sz_50,p_vals_sz_70,eff_size_sz_70,freq_repr_sz_70,band
"('Fz', 'F8')",9.59393109979844e-15,-0.7693636096525893,0.7693636096525893,0.7775971122331258,-0.8666069378501834,0.074,0.6403460660656694,-0.8368271174921152,0.142,0.5471605280017442,-0.7991316398539855,0.202,0.272933400706936,-0.7893406718104878,0.48,0.11851464675851348,-0.7580507430900411,0.716,0.002489766202537227,-0.7574227099456737,0.994,alpha2
"('Fp2', 'F3')",6.542662870087334e-17,-0.7687590916777942,0.7687590916777942,0.7527687015562932,-0.9266892511795795,0.086,0.5489216078301,-0.9076670644612738,0.19,0.38655459500245126,-0.8755453215435062,0.304,0.11230374400514018,-0.8587025503289996,0.692,0.02494605580903106,-0.8282316966739778,0.888,0.00021590944247567892,-0.8302909850686772,1.0,alpha2
"('F3', 'F8')",8.74431211654738e-15,-0.7632397305638978,0.7632397305638978,0.819029553065066,-0.8187594258656335,0.04,0.6811949331385447,-0.7953237776971231,0.116,0.5702195225781932,-0.7676734516736726,0.162,0.2536379204873227,-0.7664976993129335,0.488,0.09880702139260657,-0.7421292197619326,0.718,0.002170261043499657,-0.7504480930907359,0.99,alpha2
"('Fp2', 'F7')",1.3128802520835903e-14,-0.7583046194341273,0.7583046194341273,0.8362186801688143,-0.8175814834144604,0.042,0.6738428110146442,-0.8080265899281287,0.12,0.5591725801712157,-0.7654730232492236,0.202,0.26952197341024087,-0.7771252129517738,0.502,0.11926964675027833,-0.7502369030075027,0.72,0.0041926023867974,-0.743864143938708,0.978,alpha2
"('Fp1', 'Fz')",5.777337245962231e-15,-0.7523625993282617,0.7523625993282617,0.847855478889325,-0.8223017742461314,0.016,0.7003696331862956,-0.7964417631327797,0.068,0.5187058212898877,-0.7826727412423234,0.174,0.2022007350684766,-0.7686184043445666,0.504,0.05330056623248259,-0.7591412741370619,0.796,0.0008353148953462602,-0.7523823225232948,0.996,beta1
"('Fp1', 'O2')",6.066862581267327e-15,-0.7473066307010082,0.7473066307010082,0.7738164402217337,-0.8529732036934878,0.074,0.5949812197717242,-0.8555455092175736,0.182,0.49996007961301586,-0.8134326770110966,0.264,0.24360096855584515,-0.7946095504173245,0.556,0.10660521445811014,-0.76622522602478,0.738,0.004594198165170177,-0.7644919045875184,0.984,alpha2
"('Fp2', 'F4')",1.2702906584770824e-15,-0.723085824948917,0.723085824948917,0.804037397137634,-0.8347741188724077,0.05,0.6524078313771643,-0.8265370400515794,0.112,0.5274744602357019,-0.7790814637351048,0.2,0.20839978779642776,-0.7919437718626755,0.59,0.06307552605388747,-0.7671215879073284,0.814,0.0012272468455579836,-0.7661059849517182,0.996,beta1
"('T6', 'O2')",1.1893069126413384e-14,-0.7154549748749084,0.7154549748749084,0.8055283512626124,-0.8175008458735132,0.05,0.6541968560628705,-0.8063884253387505,0.118,0.49242116011883874,-0.801180096636322,0.252,0.27557627940026935,-0.7746596096793278,0.508,0.10271744645464553,-0.766243985398792,0.738,0.0058783203670394754,-0.7495347377199146,0.968,alpha2
"('Fp1', 'T6')",8.588924112905103e-13,-0.7152192515536289,0.7152192515536289,0.8740116827859513,-0.7385147997296954,0.032,0.759055034781785,-0.7383995256212124,0.062,0.6357153782834817,-0.7229673536931526,0.114,0.4134052875883431,-0.6931108480702641,0.344,0.20130333208406065,-0.6830358297121425,0.554,0.013053401983597286,-0.6911558971348961,0.946,alpha2
"('Fp2', 'Fz')",1.4506601190134247e-13,-0.7138488738334948,0.7138488738334948,0.8759718241802688,-0.7696599622118061,0.026,0.7612813289497316,-0.7488778929520289,0.07,0.5956340913456565,-0.7339861956464581,0.124,0.30635582061097644,-0.7325433401636859,0.406,0.13682961848130867,-0.7076158544207584,0.652,0.009000552365971219,-0.7054015747778605,0.968,beta1
